date,country,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc,month,year
2021-11-01,Brazil,213993441,279959241,159631476,0.746,116288959,0.5434,8877862,0.0415,2021-11,2021
2021-11-02,Brazil,213993441,280181200,159667965,0.7461,116399784,0.5439,8952577,0.0418,2021-11,2021
2021-11-03,Brazil,213993441,281228625,159792323,0.7467,117020085,0.5468,9256939,0.0433,2021-11,2021
2021-11-04,Brazil,213993441,282661800,160056071,0.7479,117929773,0.5511,9518430,0.0445,2021-11,2021
2021-11-05,Brazil,213993441,284683953,160333906,0.7492,119243098,0.5572,9942921,0.0465,2021-11,2021
2021-11-06,Brazil,213993441,285378181,160423951,0.7497,119655284,0.5592,10135262,0.0474,2021-11,2021
2021-11-07,Brazil,213993441,285943124,160707880,0.751,119901571,0.5603,10172914,0.0475,2021-11,2021
2021-11-08,Brazil,213993441,287531811,160971992,0.7522,120880423,0.5649,10547189,0.0493,2021-11,2021
2021-11-09,Brazil,213993441,288956195,161179478,0.7532,121738604,0.5689,10886116,0.0509,2021-11,2021
2021-11-10,Brazil,213993441,290429521,161412780,0.7543,122635903,0.5731,11230958,0.0525,2021-11,2021
2021-11-11,Brazil,213993441,292021210,161690791,0.7556,123598784,0.5776,11584564,0.0541,2021-11,2021
2021-11-12,Brazil,213993441,293253508,161743151,0.7558,124416550,0.5814,11947900,0.0558,2021-11,2021
2021-11-13,Brazil,213993441,293936446,161814220,0.7562,124872035,0.5835,12105575,0.0566,2021-11,2021
2021-11-14,Brazil,213993441,294339583,161908494,0.7566,125123667,0.5847,12162832,0.0568,2021-11,2021
2021-11-15,Brazil,213993441,294928227,161973124,0.7569,125467475,0.5863,12343281,0.0577,2021-11,2021
2021-11-16,Brazil,213993441,295624622,162028086,0.7572,125915845,0.5884,12537109,0.0586,2021-11,2021
2021-11-17,Brazil,213993441,297253230,162257537,0.7582,126961439,0.5933,12891623,0.0602,2021-11,2021
2021-11-18,Brazil,213993441,298447729,162397679,0.7589,127639599,0.5965,13268488,0.062,2021-11,2021
2021-11-19,Brazil,213993441,299734733,162554502,0.7596,128377050,0.5999,13665714,0.0639,2021-11,2021
2021-11-20,Brazil,213993441,300573489,162688776,0.7603,128851409,0.6021,13896415,0.0649,2021-11,2021
2021-11-21,Brazil,213993441,301182753,162812584,0.7608,129200205,0.6038,14033709,0.0656,2021-11,2021
2021-11-22,Brazil,213993441,302331069,162957786,0.7615,129832016,0.6067,14406374,0.0673,2021-11,2021
2021-11-23,Brazil,213993441,303515430,163108526,0.7622,130530871,0.61,14741803,0.0689,2021-11,2021
2021-11-24,Brazil,213993441,304659197,163216460,0.7627,131215922,0.6132,15093083,0.0705,2021-11,2021
2021-11-25,Brazil,213993441,305503188,163342820,0.7633,131709249,0.6155,15316348,0.0716,2021-11,2021
2021-11-26,Brazil,213993441,306741882,163546806,0.7643,132395866,0.6187,15662595,0.0732,2021-11,2021
2021-11-27,Brazil,213993441,307205318,163607249,0.7645,132667094,0.62,15794900,0.0738,2021-11,2021
2021-11-28,Brazil,213993441,307583387,163684746,0.7649,132895365,0.621,15889956,0.0743,2021-11,2021
2021-11-29,Brazil,213993441,307817825,163706613,0.765,133029594,0.6217,15967140,0.0746,2021-11,2021
2021-11-30,Brazil,213993441,309486607,163926497,0.766,133911230,0.6258,16537956,0.0773,2021-11,2021
2021-12-01,Brazil,213993441,310770495,164159539,0.7671,134636857,0.6292,16866381,0.0788,2021-12,2021
2021-12-02,Brazil,213993441,311950389,164290464,0.7677,135324508,0.6324,17229559,0.0805,2021-12,2021
2021-12-03,Brazil,213993441,313665030,164457496,0.7685,136438552,0.6376,17665501,0.0826,2021-12,2021
2021-12-04,Brazil,213993441,314450780,164543599,0.7689,136830588,0.6394,17974402,0.084,2021-12,2021
2021-12-05,Brazil,213993441,314612221,164589731,0.7691,136905306,0.6398,18014777,0.0842,2021-12,2021
2021-12-06,Brazil,213993441,315518302,164604790,0.7692,137355248,0.6419,18457123,0.0863,2021-12,2021
2021-12-07,Brazil,213993441,316677030,164711745,0.7697,137905915,0.6444,18958874,0.0886,2021-12,2021
2021-12-08,Brazil,213993441,317474217,164800426,0.7701,138249795,0.646,19322836,0.0903,2021-12,2021
2021-12-09,Brazil,213993441,318799260,164914808,0.7707,138924356,0.6492,19859727,0.0928,2021-12,2021
2021-12-10,Brazil,213993441,319739095,164914808,0.7707,139320682,0.6511,20304256,0.0949,2021-12,2021
2021-12-11,Brazil,213993441,319980117,164914808,0.7707,139389518,0.6514,20456996,0.0956,2021-12,2021
2021-12-12,Brazil,213993441,320112450,164914808,0.7707,139421689,0.6515,20544800,0.096,2021-12,2021
2021-12-13,Brazil,213993441,320737938,164914808,0.7707,139783903,0.6532,20966748,0.098,2021-12,2021
2021-12-14,Brazil,213993441,321601407,164933940,0.7707,140151965,0.6549,21417495,0.1001,2021-12,2021
2021-12-15,Brazil,213993441,322902290,165135181,0.7717,140902990,0.6584,21767091,0.1017,2021-12,2021
2021-12-16,Brazil,213993441,323831095,165279022,0.7724,141175069,0.6597,22280659,0.1041,2021-12,2021
2021-12-17,Brazil,213993441,324589549,165393977,0.7729,141411665,0.6608,22689115,0.106,2021-12,2021
2021-12-18,Brazil,213993441,324798686,165409165,0.773,141474540,0.6611,22820476,0.1066,2021-12,2021
2021-12-19,Brazil,213993441,324846680,165417886,0.773,141488098,0.6612,22846232,0.1068,2021-12,2021
2021-12-20,Brazil,213993441,325593485,165471288,0.7733,141702263,0.6622,23326643,0.109,2021-12,2021
2021-12-21,Brazil,213993441,326335565,165554570,0.7736,141915573,0.6632,23775890,0.1111,2021-12,2021
2021-12-22,Brazil,213993441,327562756,165836442,0.775,142378728,0.6653,24268862,0.1134,2021-12,2021
2021-12-23,Brazil,213993441,328473878,165894312,0.7752,142378728,0.6653,24687765,0.1154,2021-12,2021
2021-12-24,Brazil,213993441,328473878,165894312,0.7752,142378728,0.6653,24687765,0.1154,2021-12,2021
2021-12-25,Brazil,213993441,328473878,165894312,0.7752,142378728,0.6653,24687765,0.1154,2021-12,2021
2021-12-26,Brazil,213993441,328473878,165894312,0.7752,142378728,0.6653,24687765,0.1154,2021-12,2021
2021-12-27,Brazil,213993441,329011365,165952037,0.7755,142764283,0.6671,25218893,0.1178,2021-12,2021
2021-12-28,Brazil,213993441,329861730,166062249,0.776,142965728,0.6681,25758909,0.1204,2021-12,2021
2021-12-29,Brazil,213993441,330718457,166143380,0.7764,143282084,0.6696,26219623,0.1225,2021-12,2021
2021-12-30,Brazil,213993441,331164041,166185628,0.7766,143398692,0.6701,26507937,0.1239,2021-12,2021
2021-12-31,Brazil,213993441,331273910,166195505,0.7766,143436012,0.6703,26571077,0.1242,2021-12,2021
